title,authors,categories,average_rating,ratings_count
Myths of the Underworld Journey,"Radcliffe G. Edmonds, III",History,3.75,3.0
Economic Origins of Dictatorship and Democracy,Daron Acemoglu;James A. Robinson,Business & Economics,3.93,143.0
Triax,Robert Silverberg,Science fiction,3.69,4.0
Boltzmon!,William Sleator,Juvenile Fiction,3.65,84.0
"Boy, Were We Wrong about Dinosaurs!",Kathleen V. Kudlinski,Juvenile Nonfiction,3.93,243.0
The Grits (Girls Raised in the South) Guide to Life,Deborah Ford;Edie Hand,Social Science,3.78,62.0
The Woods,Harlan Coben,Fiction,4.04,52366.0
The Last Eyewitness,Chris Seay;David B. Capes;Brian McLaren,Bibles,3.77,22.0
Data Structures and Algorithms in C++,Adam Drozdek,Computers,3.71,18.0
Slaughterhouse Blues,Donald D. Stull;Michael J. Broadway,Social Science,3.48,26.0
The Illustrated Man,Ray Bradbury,"Science fiction, American",4.14,29.0
Strata,Terry Pratchett,English fiction,3.49,8754.0
A Prayer for Owen Meany,John Irving,American fiction,4.23,246360.0
A Tourist Guide to Lancre,Terry Pratchett;Stephen Briggs,Fiction,4.06,1620.0
Nanny Ogg's Cookbook,Terry Pratchett;Stephen Briggs;Paul Kidby;Tina Hannan,Fiction,4.0,5415.0
The Swords of Night and Day,David Gemmell,Drenai (Imaginary place),4.31,6690.0
Queen of Sorcery,David Eddings,Fantasy fiction,4.14,440.0
Castle of Wizardry,David Eddings,Fantasy fiction,4.17,422.0
Not Without My Daughter,Betty Mahmoody;William Hoffer,Americans,4.08,18937.0
Moving Pictures,Terry Pratchett,Discworld (Imaginary place),3.94,49516.0
Reaper Man,Terry Pratchett,Discworld (Imaginary place),4.29,59901.0
Lords and Ladies,Terry Pratchett,Discworld (Imaginary place),4.17,51212.0
Bravo Two Zero,Andy McNab,"Persian Gulf War, 1991",4.08,8706.0
Hogfather,Terry Pratchett,Christmas,4.24,56929.0
Spindle's End,Robin McKinley,Children's stories,3.8,184.0
Vox,Paul Stewart;Chris Riddell,Children's stories,4.11,54.0
Past Mortem,Ben Elton,Fiction,3.74,4218.0
Popcorn,Ben Elton,Criminals,3.49,5213.0
Merde Actually,Stephen Clarke,British,3.56,2974.0
The Hotel New Hampshire,John Irving,Fiction,3.9,49863.0
בין אלקסרין,Naguib Mahfouz,Arabic fiction,4.15,261.0
The Sparrow,Mary Doria Russell,Life on other planets,4.17,601.0
Blackberry Wine,Joanne Harris,Brewing,3.79,484.0
The Short History of a Prince,Jane Hamilton,Ballet dancers,3.64,1767.0
THE HOTEL NEW HAMPSHIRE,JOHN IRVING,Fiction,3.83,697.0
Chocolat. Joanne Harris,Joanne Harris,Chocolate,3.96,2786.0
More Tales of the City,Armistead Maupin,City and town life,4.19,11023.0
Further Tales of the City,Armistead Maupin,City and town life,4.13,9130.0
Sure of You,Armistead Maupin,City and town life,4.03,5370.0
Five Quarters of the Orange,Joanne Harris,Cookery,3.85,492.0
The Secret Dreamworld of a Shopaholic,Sophie Kinsella,"Finance, Personal",3.63,2069.0
Dead Famous,Ben Elton,Fiction,3.64,8415.0
High Society,Ben Elton,Fiction,3.77,5981.0
A Brief History of Time,Stephen Hawking,Cosmology,4.16,1524.0
Stephen Hawking's A Brief History of Time,Stephen W. Hawking,Nature,4.09,349.0
SeinLanguage,Jerry Seinfeld,Humor,3.63,359.0
The Illustrated a Brief History of Time,Stephen Hawking,Science,4.16,750.0
Switch on the Night,Ray Bradbury;Leo Dillon;Diane Dillon,Juvenile Fiction,4.09,186.0
The Greatest Salesman in the World,Og Mandino,Selling,4.2,6.0
Encyclopedia Brown and the Case of the Treasure Hunt,Donald J. Sobol,Juvenile Fiction,4.03,616.0
Chicken Trek,Stephen Manes,Contests,4.38,93.0
Jessica's Bad Idea,Jamie Suzanne;Francine Pascal,Juvenile Fiction,3.48,317.0
All Fall Down,John Saul,Fiction,3.92,561.0
The Complete Short Stories of Mark Twain,Mark Twain,Fiction,4.28,5618.0
Sherlock Holmes the Complete Novels and Stories Book Discussion Kit,Arthur Conan Doyle,Detective and mystery stories,4.47,23814.0
The Complete Plays of Aristophanes,Aristophanes,Drama,4.21,1954.0
Divine Comedy - Purgatorio,Dante Alighieri,Classic,4.02,429.0
"Maggie, a Girl of the Streets and Other Short Fiction",Stephen Crane,Fiction,3.32,502.0
Journey To The Center Of The Earth,Jules Verne,Fiction,3.85,101764.0
Slim Down Camp,Stephen Manes,Health & Fitness,3.9,9.0
Goodbye Forever,Barbara Conklin,Juvenile Fiction,3.72,54.0
The Broken Gun,Louis L'Amour,Fiction,3.75,1673.0
From Socrates to Sartre,T. Z. Lavine,Philosophy,3.93,893.0
"First, last and always",Barbara Conklin,Fiction,3.76,65.0
Exodus,Leon Uris,Eretz Israel,4.34,83870.0
Fire Watch,Connie Willis,Fiction,3.87,3402.0
Magician,Raymond E. Feist,Apprentices,4.18,611.0
Forging the Darksword,Margaret Weis;Tracy Hickman,Fiction,3.67,8293.0
Winter Dreams,Barbara Conklin;Stefanie Curtis,Blind,3.83,104.0
Shakespeare Alive!,Joseph Papp;Elizabeth Kirkland,Drama,3.39,162.0
The Road to Gandolfo,Robert Ludlum,Fiction,3.64,5142.0
Doom of the Darksword,Margaret Weis,Fiction,3.66,6078.0
The Delta Star,Joseph Wambaugh,Fiction,3.64,580.0
The House of the Spirits,Isabel Allende,Fiction,4.22,3598.0
Triumph of the Darksword,Margaret Weis;Tracy Hickman,Fiction,3.57,4720.0
Starting Over,Francine Pascal,Juvenile Fiction,3.37,3.0
Forbidden Love,Kate William;Francine Pascal,Juvenile Fiction,3.33,5.0
The New Jessica,Francine Pascal,Juvenile Fiction,3.45,1032.0
Double Love,Francine Pascal;Kate William,Juvenile Fiction,3.54,105.0
Secrets,Francine Pascal;Kate William,Juvenile Fiction,3.46,41.0
Narcissus and Goldmund,Hermann Hesse,Fiction,4.2,1107.0
Dear Sister,Kate William;Francine Pascal,Juvenile Fiction,3.53,2018.0
The Angry Hills,Leon Uris,Fiction,3.66,1133.0
I Know why the Caged Bird Sings,Maya Angelou,Biography & Autobiography,4.22,326424.0
Alone in the Crowd,Francine Pascal,Juvenile Fiction,3.45,675.0
Mitla Pass,Leon Uris,Fiction,3.84,3211.0
Creature,John Saul,Fiction,3.84,9846.0
Journey of Awakening,Ram Dass;Daniel Goleman,Self-Help,4.16,858.0
Dragon Wing,Margaret Weis;Tracy Hickman,Fiction,3.95,22899.0
Texas! Lucky,Sandra Brown,Fiction,3.86,6808.0
22 Indigo Place,Sandra Brown,Fiction,3.63,2458.0
The Wakefields of Sweet Valley,Kate William;Francine Pascal,Juvenile Fiction,3.91,1404.0
Pebble in the Sky,Isaac Asimov,Fiction,3.88,13363.0
Texas! Sage,Sandra Brown,Fiction,4.02,5949.0
Fire Sea,Margaret Weis;Tracy Hickman,Fiction,4.06,15900.0
Forbidden Knowledge,Stephen R. Donaldson,Fiction,3.99,4888.0
A Whole New Light,Sandra Brown,Fiction,3.55,2817.0
The Robots of Dawn,Isaac Asimov,Fiction,4.15,29837.0
Lila,Robert M. Pirsig,Education,3.78,5131.0
The Mind's I,Douglas R. Hofstadter;Daniel Clement Dennett,Philosophy,4.14,4715.0
The Glory and the Dream,William Manchester,History,4.42,1370.0
Seven Plays,Sam Shepard;Joseph Chaikin,Drama,4.18,4900.0
The Sixties,Todd Gitlin,History,3.72,456.0
Feersum Endjinn,Iain Banks,Fiction,3.82,311.0
The Dog Who Loved Too Much,Nicholas H. Dodman,Pets,4.09,669.0
Girls in Pants,Ann Brashares,Juvenile Fiction,3.82,59536.0
The Fairy Tales of Hermann Hesse,Hermann Hesse,Fiction,3.99,3182.0
Fierce Invalids Home from Hot Climates,Tom Robbins,Fiction,4.03,24266.0
Snow Crash,Neal Stephenson,Fiction,4.03,187493.0
The Diamond Age,Neal Stephenson,Fiction,4.19,68751.0
Stories,Anton Pavlovich Chekhov,Fiction,4.35,26267.0
The bonfire of the vanities,Tom Wolfe,Fiction,3.84,57301.0
Tides of War,Steven Pressfield,Fiction,3.89,3285.0
Men Who Hate Women and the Women Who Love Them,Susan Forward;Joan Torres,Family & Relationships,4.09,1499.0
Beach Music,Pat Conroy,Fiction,4.15,37413.0
The Prince of Tides,Pat Conroy,Fiction,4.24,173886.0
A Clash of Kings,George R. R. Martin,Fiction,4.41,599010.0
Last of the Amazons,Steven Pressfield,Fiction,3.75,2083.0
The Shelters of Stone,Jean M. Auel,Fiction,3.82,33918.0
A Wizard of Earthsea,Ursula K. Le Guin,Fiction,4.0,182174.0
Interface,Neal Stephenson;Frederick George,Fiction,3.67,4572.0
The Cobweb,Neal Stephenson;J. Frederick George,Fiction,3.61,2391.0
Gates Of Fire,Steven Pressfield,Fiction,4.41,20649.0
Odd Thomas,Dean Ray Koontz,FICTION,3.96,221395.0
True Blue,Daniel Topolski;Patrick Robinson,London (England),4.23,63.0
Death of a Snob,M. C. Beaton,Fiction,3.78,17.0
Encyclopedia Brown and the Case of the Sleeping Dog,Donald J. Sobol,Juvenile Fiction,4.04,497.0
Encyclopedia Brown and the Case of the Slippery Salamander,Donald J. Sobol,Juvenile Fiction,4.09,389.0
Control Freak,Francine Pascal,Juvenile Fiction,3.36,124.0
Sweet 18,Francine Pascal,Juvenile Fiction,3.51,117.0
The Time Travelers,Caroline B. Cooney,Juvenile Fiction,3.94,293.0
Last Wish,Francine Pascal;Kate William,Sweet Valley (Imaginary place),3.92,2.0
Shadows,John Saul,Fiction,3.92,10458.0
The Road to Yesterday,Lucy Maud Montgomery,Juvenile Fiction,3.81,2958.0
Nightmare Asylum,Steve Perry,Fiction,3.67,1065.0
A Dark and Hungry God Arises,Stephen R. Donaldson,Fiction,4.08,5356.0
"Sam Walton, Made in America",Sam Walton;John Huey,Biography & Autobiography,4.14,13083.0
It Doesn't Take a Hero,H. Norman Schwarzkopf;Peter Petre,Biography & Autobiography,4.04,2483.0
The Hollow Man,Dan Simmons,Fiction,3.44,2462.0
The Hand of Chaos,Margaret Weis,Fiction,4.06,15964.0
A Kiss Before Dying,Kate William;Francine Pascal,Juvenile Fiction,3.68,261.0
Adam's Fall,Sandra Brown,Fiction,3.74,3002.0
I. Asimov,Isaac Asimov,Biography & Autobiography,4.19,1680.0
Happily Ever After,Kate William;Francine Pascal,Juvenile Fiction,3.6,242.0
Heaven's Price,Sandra Brown,Fiction,3.54,1762.0
Vice,Jane Feather,Fiction,3.51,462.0
The Rise of Endymion,Dan Simmons,Fiction,4.17,34995.0
Brightness Reef,David Brin,Fiction,3.9,8792.0
The Martians,Kim Stanley Robinson,Fiction,3.56,1434.0
Shadows of the Empire,Steve Perry,Fiction,3.82,14093.0
Ship of Destiny,Robin Hobb,Fiction,4.22,44120.0
Floaters,Joseph Wambaugh,Fiction,3.5,548.0
Tidings of Great Joy,Sandra Brown,Fiction,3.63,1656.0
Send No Flowers,Sandra Brown,Fiction,3.56,2551.0
The Rana Look,Sandra Brown,Fiction,3.5,2364.0
Sunny Chandler's Return,Sandra Brown,Fiction,3.59,2855.0
The Memoirs of Elizabeth Frankenstein,Theodore Roszak,Fiction,3.55,223.0
Legacy of the Darksword,Margaret Weis;Tracy Hickman,Fiction,3.46,133.0
The Third Victim,Lisa Gardner,Fiction,4.16,23807.0
Iron Fist,Aaron Allston,Fiction,4.03,7448.0
Fear Nothing,Dean Ray Koontz,Fiction,3.99,30848.0
Reave the Just and Other Tales,Stephen R. Donaldson,Fiction,3.9,1104.0
Dune,Brian Herbert;Kevin J. Anderson,Fiction,3.67,11952.0
Passage,Connie Willis,Fiction,3.69,7177.0
The Truelove Bride,Shana Abé,Fiction,3.66,374.0
The Summer House,Jean Stone,Fiction,3.87,127.0
War of the Rats,David L. Robbins,Fiction,4.11,1731.0
A Kiss to Remember,Teresa Medeiros,Fiction,3.88,3522.0
Intimate Enemies,Shana Abe,Fiction,3.82,395.0
The Secret Swan,Shana Abé,Fiction,3.66,681.0
A Feast for Crows,George R. R. Martin,Fiction,4.13,491147.0
Icebound,Dean Koontz,Fiction,3.76,16801.0
Intensity,Dean Ray Koontz,Fiction,4.04,62698.0
Death of a Blue Movie Star,Jeffery Deaver,Fiction,3.52,1159.0
Legacy of the Dead,Charles Todd,Fiction,4.15,3906.0
Watchers of Time,Charles Todd,Fiction,3.98,3045.0
A Fearsome Doubt,Charles Todd,Fiction,4.04,2656.0
Hard News,Jeffery Deaver,Fiction,3.46,945.0
The Face,Dean Ray Koontz,Fiction,3.7,18321.0
The Taking,Dean Ray Koontz,Fiction,3.78,31794.0
Alone,Lisa Gardner,Fiction,3.97,41823.0
The Last Mermaid,Shana Abé,FICTION,3.73,1297.0
Echo of Eternity,Maggie Furey,Fiction,3.88,434.0
Forty Signs of Rain,Kim Stanley Robinson,Fiction,3.54,2956.0
The Secret on Ararat,Tim F. LaHaye;Bob Phillips,Fiction,4.23,3061.0
A Cold Treachery,Charles Todd,Fiction,4.14,2830.0
Industrial Magic,Kelley Armstrong,Fiction,4.13,757.0
Haunted,Kelley Armstrong,Fiction,4.09,21181.0
Seventy-Seven Clocks,Christopher Fowler,Fiction,3.89,2018.0
Beach Girls,Luanne Rice,Fiction,4.06,8026.0
Frankenstein: City of Night: A Novel,Dean Koontz,Horror tales,3.97,1041.0
The Smoke Thief,Shana Abe,Fiction,3.74,6635.0
Prince of the Blood,Raymond E. Feist,Fiction,3.97,18852.0
Exit Strategy,Kelley Armstrong,Fiction,3.88,6043.0
Velocity,Dean Ray Koontz,Fiction,3.86,51746.0
Forever Odd,Dean Ray Koontz,Fiction,3.97,59417.0
Public Secrets,Nora Roberts,Fiction,4.02,10769.0
Lines and Shadows,Joseph Wambaugh,True Crime,3.79,662.0
The Universe in a Nutshell,Stephen W. Hawking;STEPHEN W AUTOR HAWKING,Science,4.15,27792.0
Social Intelligence,Daniel Goleman,Psychology,3.98,9957.0
"I, Robot",Isaac Asimov,Fiction,4.19,225145.0
Sailing from Byzantium,Colin Wells,History,3.87,602.0
The Husband,Dean Ray Koontz,Fiction,3.81,38265.0
The Dream Thief,Shana Abé,Fiction,3.83,179.0
The Devil in the White City,Erik Larson,Architecture,3.99,1216.0
Nights in Rodanthe,Nicholas Sparks,Divorced people,3.83,137905.0
The Sinner,Tess Gerritsen,Boston (Mass.),4.14,31763.0
The Mapmaker's Wife,Robert Whitaker,Amazon River Region,3.59,44.0
Princess,Jean Sasson,English fiction,4.02,884.0
The Surgeon,Tess Gerritsen,Boston (Mass.),4.1,103747.0
The Apprentice,Tess Gerritsen,Boston (Mass.),4.14,547.0
Light,M. John Harrison,Fiction,3.96,1018.0
The Last of the Mohicans,James Fenimore Cooper,Fiction,3.96,1018.0
THE GOON SHOW,VÁRIOS AUTORES,Comedy,4.5,0.0
Doctor Who,Gary Russell,Performing Arts,4.21,273.0
Terry Jones' Medieval Lives,Terry Jones;Alan Ereira,History,4.02,1867.0
Colossians and Philemon,Robert McL Wilson,Religion,5.0,1.0
Death of a Naturalist,Seamus Heaney,Poetry,4.29,63.0
The Real Thing,Tom Stoppard,Drama,3.94,3469.0
"New Selected Poems of Seamus Heaney, 1966-1987",Seamus Heaney,Poetry,4.19,336.0
Immortality,Milan Kundera,Czech fiction,4.13,20908.0
The Complete Herbal Handbook for the Dog and Cat,Juliette de Baïracli Levy,Pets,4.29,100.0
The White Castle,Orhan Pamuk,Civil law,3.45,6669.0
Even Cowgirls Get the Blues ; My Own Private Idaho,Gus Van Sant,Hitchhiking,3.79,94.0
Lawrence Durrell,Ian S. MacNiven,Biography & Autobiography,4.04,24.0
The Last Temptation,Nikos Kazantzakis,Fiction,4.16,109.0
Tales from Ovid,Ovid;Ted Hughes,Latin poetry,4.23,174.0
View with a Grain of Sand,Wisława Szymborska,Polish poetry,4.33,30.0
The New Life,Orhan Pamuk,Bus travel,3.55,4422.0
Tom Stoppard: Plays 5,Tom Stoppard,Drama,4.3,548.0
Garden State,Rick Moody,Teenagers,3.07,702.0
Letters Home,Sylvia Plath,"Authors, American",4.2,2326.0
"Girl, Interrupted",James Mangold;Lisa Loomer;Anna Hamilton Phelan,Performing Arts,3.97,236.0
Gilliam on Gilliam,Terry Gilliam;Ian Christie,Performing Arts,4.1,255.0
My Century,Günter Grass,"History, Modern",3.45,775.0
Taxi Driver,Paul Schrader,Performing Arts,4.11,986.0
"The Journals of Sylvia Plath, 1950-1962",Sylvia Plath,"Poets, American",4.31,105.0
Laughable Loves,Milan Kundera,Czech Republic,3.87,14380.0
Herzog on Herzog,Paul Cronin,Performing Arts,4.44,1344.0
Collected Children's Stories,Sylvia Plath,"Children's poetry, American",4.22,111.0
The Wars,Timothy Findley,Fiction,3.87,6229.0
Famous Last Words,Timothy Findley,Prisoners of war,3.99,1348.0
Finders Keepers,Seamus Heaney,Englisch - Geschichte - Lyrik - Aufsatzsammlung,4.15,16.0
Fat Pig,Neil LaBute,Drama,3.56,2312.0
A Beautiful Mind,Sylvia Nasar,Mathematicians,4.13,111633.0
The Greek Islands,Lawrence Durrell,Biography & Autobiography,3.9,21.0
Vernon God Little,D. B. C. Pierre,Black humor (Literature),3.59,23912.0
Finnegans Wake,James Joyce,Dreams,3.67,9596.0
Tales From Firozsha Baag (Ji),Rohinton Mistry,Apartment houses,3.93,78.0
The Kid Stays in the Picture,Robert Evans,Motion picture actors and actresses,3.91,2081.0
The Moth Diaries,Rachel Klein,Boarding schools,3.49,59.0
The Unbearable Lightness of Being,Milan Kundera,Adultery,4.09,233448.0
A Pale View of Hills,Kazuo Ishiguro,Fiction,3.73,11763.0
The Unconsoled,Kazuo Ishiguro,Fiction,3.53,7083.0
The Avignon Quintet,Lawrence Durrell,"Short stories, English",4.09,285.0
City of Glass,Paul Auster;Paul Karasik;David Mazzucchelli,City and town life,3.92,993.0
Breakfast of Champions,Kurt Vonnegut,Science fiction,4.0,15.0
Eric,Terry Pratchett,Fantasy fiction,3.75,179.0
Soul Music,Terry Pratchett,Discworld (Imaginary place),4.04,49067.0
The Last Hero,Terry Pratchett,Discworld (Imaginary place),4.17,790.0
The Man in the High Castle,Philip K. Dick,Alternative histories (Fiction),3.63,437.0
Worlds,Joe Haldeman,Fiction,3.51,39.0
Dark Lord of Derkholm,Diana Wynne Jones,Fantasy fiction,4.12,12369.0
Replay,Ken Grimwood,Fantasy,4.16,412.0
Grendel,John Gardner,Beowulf,3.69,221.0
The Hyperion Omnibus,Dan Simmons,Fiction,4.42,2490.0
A Scanner Darkly,Philip K. Dick,Detective and mystery stories,4.02,65288.0
Dark Visions,Stephen King;George R. R. Martin;Dan Simmons,"Horror tales, American",3.89,142.0
A Sudden Wild Magic,Diana Wynne Jones,Fantasy,3.76,101.0
The Body,Stephen King;Robin Waterfield,Friendship in adolescence,4.26,27417.0
The Firm,John Grisham,Fiction,4.0,522946.0
The Caves of Steel,Isaac Asimov,Fiction,4.16,59865.0
Banco,Henri Charrière,Biography & Autobiography,3.73,2148.0
A Darkness at Sethanon,Raymond E. Feist,English fiction,4.19,49946.0
Faerie Tale,Raymond E. Feist,Fairy tales,3.87,7700.0
2061,Arthur C. Clarke,Computers,3.55,20216.0
Mistress of the Empire,Raymond E. Feist;Janny Wurts,English fiction,4.31,440.0
Servant of the Empire,Raymond E. Feist;Janny Wurts,Fantasy,4.29,22247.0
The Master of Whitestorm,Janny Wurts,Fantasy fiction,3.91,78.0
The Curse of the Mistwraith,Janny Wurts,Fiction,3.76,4528.0
The witches,Roald Dahl,Juvenile Nonfiction,4.17,254867.0
Expository Writing,Tara McCarthy,Juvenile Nonfiction,4.33,3.0
Scary stories 3,Alvin Schwartz,Folklore,4.21,105.0
Descriptive Writing,Tara McCarthy,Language Arts & Disciplines,3.96,1018.0
Persuasive Writing,Tara McCarthy,Juvenile Nonfiction,3.2,5.0
P.S. Longer Letter Later,Paula Danziger,Friendship,3.77,2650.0
How Much is that Guinea Pig in the Window?,Joanne Rocklin,Contests,4.12,24.0
"The lion, the witch and the wardrobe",Clive Staples Lewis,Fantasy,4.21,860.0
Something Fishy at Macdonald Hall,Gordon Korman,Juvenile Fiction,4.04,901.0
Run,William Sleator,Detective and mystery stories,3.07,53.0
Blind Flight,Hilary Milton,Blind,3.71,23.0
Trapped!,Arthur Roth,Survival,3.71,86.0
The Trolley Car Family,Eleanor Clymer,Family life,4.14,300.0
Mrs. Piggle-Wiggle's farm,Betty MacDonald,Behavior,4.16,63.0
Radio Fifth Grade,Gordon Korman,Juvenile Fiction,3.55,509.0
Avalanche,Arthur Roth,Adult education,3.65,260.0
Drina Dances Again,Jean Estoril,Acting,4.1,219.0
Blubberina,Jahnna N. Malcolm,Ballet,3.4,13.0
The Littles and the Lost Children,John Peterson,Juvenile Fiction,3.75,291.0
Vampires Don't Wear Polka Dots,Debbie Dadey;Marcia Thornton Jones,Juvenile Fiction,3.8,6834.0
Werewolves Don't Go to Summer Camp,Debbie Dadey;Marcia Thornton Jones,Juvenile Fiction,3.83,2119.0
Koko's Kitten,Francine Patterson;Ronald H. Cohn,Juvenile Nonfiction,4.3,944.0
The Stranger,Caroline B. Cooney,Horror stories.,3.55,55.0
The mystery of the missing cat,Gertrude Chandler Warner,Cats,3.8,3.0
These Happy Golden Years,Laura Ingalls Wilder,Adventure stories,4.19,297.0
On the Banks of Plum Creek,Laura Ingalls Wilder,Family,4.2,187.0
Babysitters Club,Ann M. Martin,Juvenile Fiction,3.85,5241.0
Mary Anne and the Little Princess,Ann M. Martin,Juvenile Fiction,3.58,15.0
"Good-bye Stacey, Good-bye",Ann M. Martin,English language,3.65,2623.0
Angels Don't Know Karate,Debbie Dadey;Marcia Thornton Jones,Juvenile Fiction,3.8,727.0
The Littles and Their Amazing New Friend,John Peterson,Juvenile Fiction,3.92,181.0
The Meanest Thing to Say,Bill Cosby;Varnette P. Honeywood,Juvenile Fiction,3.53,956.0
Wanted!,Caroline B. Cooney,Juvenile Fiction,3.68,1924.0
The Illustrated A Brief History of Time,Stephen W. Hawking,Cosmology,4.16,307.0
Firedrake,Richard A. Knaak,Fiction,3.78,619.0
Vesco from Wall Street to Castro's Cuba,Arthur Herzog,BIOGRAPHY & AUTOBIOGRAPHY,4.17,5.0
High performance MySQL,Jeremy D. Zawodny;Derek J. Balling,Computers,4.24,388.0
Hackers & Painters,Paul Graham,Computers,4.06,6198.0
BSD Hacks,Dru Lavigne,Computers,3.79,40.0
IMovie 4 & IDVD,David Pogue,Computers,3.25,4.0
Ruby Cookbook,Lucas Carlson;Leonard Richardson,Computers,3.82,163.0
